acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magneto_x,magneto_y,magneto_z,Ground Truth
-0.1285196336255778,-0.9428576324680523,-0.0030705714625368016,-1.1724559312572782,-15.77542179498635,-4.204334279050179,32.836354005143775,26.673487505226287,-16.751961360428503,3
-0.09958850887872685,-1.089141278974928,-0.022969149880874562,0.5614594247748984,-24.904662526923243,1.0447665804160984,32.009829421385824,25.74878526758103,-17.577342606225216,3
-0.11276436757910713,-1.0961295830618698,-0.042937159069389996,-15.04439078101126,-18.737566242153328,-7.561672109525018,31.865775091134466,24.95573660804044,-22.216144958716235,3
0.0032778753912859337,-0.8031649779804806,-0.05689640729512922,21.55074949474177,-64.37440547937352,39.269626938851765,30.129753979169863,24.75089888510969,-24.337007575156495,3
0.052851316706951146,-0.9715378328895101,-0.08215677066524814,25.079002597265298,-78.80144183448576,3.8553601321876565,28.36023927364211,22.83324330354947,-26.78117401937838,3
-0.19477843084559177,-1.1873374975081321,0.020627358467461207,-4.643617302280141,-53.86257767453003,-8.399185196428173,23.18468100529897,23.099778692276708,-30.81932257417907,3
0.04417418630479523,-1.144236968073342,-0.06826905472034514,-24.116127464193564,-71.9857506478203,7.533366689372575,14.265834932170662,23.19691264151559,-32.59521167946567,3
-0.11748724031016682,-1.1272609660513524,0.018162649095625566,8.118729029595562,-47.50296061667344,-17.013748695772712,9.659878551177105,22.563841860829328,-32.36412279723976,3
-0.10500232904849521,-0.8772681951689414,-0.2428877021179962,-13.849364503406562,27.981932245138985,-14.213399795833643,8.297822601708615,21.98381073303522,-33.308124238263225,3
-0.12525338347807566,-1.1243465630805811,-0.16768683998687245,23.09134042720867,40.54844122189803,-1.489452572546179,9.98471657301871,21.605392790210832,-33.220861516988144,3
-0.075272699823274,-1.0757605869289264,-0.020901023439696464,0.6366254271979854,26.035699124662962,-16.103037120934363,8.109760148781605,21.743051712808366,-32.590884856820686,3
-0.4197006529879378,-0.905307112720473,-0.003995141281136557,-2.04334268935576,-6.801372221487082,-13.857083328276147,6.530948627630728,20.754316724178313,-35.51346171190237,3
-0.3475952043417675,-0.942513505797513,0.031854677890541375,-3.162015779591242,-0.4567892063149931,27.627208139258542,6.34802825172084,19.145871408705254,-36.870654738695976,3
-0.036503291590254144,-1.1019376972303765,-0.027122878169178744,-3.8813464671639673,-26.801289373444625,8.800653179637504,10.972104661732311,18.773228259364974,-38.35986592658925,3
